900 115762
158 230 30290711
407 430 29304461
66 125 55648489
106 75 71811556
183 676 85840804
859 618 77795917
514 130 90249345
440 744 37383847
303 876 8029785
531 538 66527531
679 749 46932011
799 540 449538
441 561 86508501
625 72 15089197
719 368 3572149
687 381 83625817
625 518 74894792
757 25 48024206
90 514 62044056
859 769 67981392
301 41 33669383
607 81 41829317
537 825 62242202
452 359 78843049
617 496 88816054
381 171 64710546
836 311 84029715
689 801 14211635
621 401 11376794
317 199 25815462
795 512 15162741
698 418 18186655
574 645 19095799
338 482 26827244
256 690 74826012
855 444 83133839
632 588 24751676
795 297 69897004
334 602 3448099
268 442 67718415
4 186 65271538
505 351 15967125
382 661 60063203
815 854 77418360
766 36 56247469
488 383 17308946
393 299 82102018
507 283 65184498
835 838 8422494
598 815 19121218
302 408 83449183
398 831 39845429
800 90 67730996
362 733 67035952
376 6 11218886
383 621 44991538
724 58 12782690
769 593 51271026
209 116 66851435
296 404 83359602
181 665 7209567
103 428 15236330
267 708 9654955
264 285 10915489
266 522 46260030
505 593 29060842
418 205 90772745
796 667 30910257
809 359 65499008
860 806 78587171
83 381 4616973
73 281 72487512
377 677 42794903
83 47 25711297
269 179 17584865
647 738 83432145
732 489 40575951
668 561 70989361
211 220 64566824
803 847 29832563
218 229 29354701
807 107 84088336
359 733 58439393
301 340 14800783
731 198 45682471
217 508 3610930
847 754 39918028
354 118 46486404
116 759 45584822
377 665 69126794
47 236 78461001
686 769 42861131
693 236 26222811
349 359 5379745
571 519 76613638
190 598 57933528
223 278 79321350
613 602 89542999
737 403 25487234
214 329 58668195
622 632 84702040
109 206 51695682
112 74 14442131
871 464 47671673
192 640 39960268
182 49 16464577
349 203 32782445
72 104 40501669
75 525 59285303
613 409 28692375
801 16 1579820
784 18 23605738
829 518 26165939
325 421 56733087
556 756 1235534
242 447 73214179
635 824 18233839
616 900 63506065
378 609 22884123
578 618 75743499
856 35 61356708
774 584 30666947
709 313 40688317
246 757 82804035
778 621 20048723
872 484 90096306
68 32 12383355
217 106 13835580
765 484 67425650
345 422 63144423
880 132 18880063
737 33 29798735
716 183 55977984
663 312 76598155
366 118 85088472
613 884 30661682
670 185 44644806
185 437 89884082
750 422 75504814
502 841 22411560
270 563 82163591
794 208 7079890
156 595 70993100
321 155 6735907
405 309 39619914
136 282 4435096
249 206 77928134
226 633 56781505
91 417 75064038
192 448 90114821
426 74 33075266
846 788 69790019
577 549 35498764
668 790 60300544
607 378 85597640
46 311 45978787
51 656 52766157
179 456 3670721
565 796 8665474
588 285 64111233
2 405 88278960
898 796 88815970
260 242 83936446
776 260 37436856
187 601 1530421
445 516 79614108
848 56 46640574
531 631 29457886
301 164 35714537
481 220 31714108
282 652 13666446
788 321 7413495
502 216 41975240
743 365 68432065
87 416 28974754
479 695 11028578
185 355 77973377
663 66 45688687
19 558 21823243
696 157 77412720
836 508 40102810
49 677 28427398
439 305 18802639
627 192 35221805
838 578 1580302
34 614 9623975
326 381 60325820
134 804 15080411
337 338 25195404
66 486 40235199
275 754 82308764
192 230 44975611
505 720 40091017
783 357 23100694
196 484 89266312
71 430 72924463
390 62 17257886
324 779 61701417
291 781 19640071
474 753 74065514
117 14 83547559
446 273 49844503
616 168 65374238
451 847 58306910
570 423 78141605
101 532 85469450
499 327 39780828
113 554 89284467
518 552 12051608
706 320 28746021
494 717 90317963
505 775 88012976
81 286 70616349
102 726 46159354
764 695 53188579
545 363 67220279
136 697 58078506
108 97 14683641
26 14 6177012
375 499 1994893
788 311 24982292
851 255 15250992
633 779 62220309
49 534 53343472
608 522 21598580
649 728 16229303
733 216 35163266
219 354 88381122
217 277 56069695
399 849 67242808
758 852 62549095
542 257 11694258
41 583 75814482
234 813 11000447
874 587 12109556
466 724 38789448
302 137 60411988
147 159 79062974
548 249 75579538
156 842 75134773
583 15 62111246
134 464 88879779
549 154 33005788
572 785 81928233
571 635 41591440
819 693 66825409
573 800 55095841
674 592 78522180
31 311 58836354
784 694 49873139
14 414 22273292
232 817 90635723
895 194 41708159
459 467 22537483
260 558 3757817
602 824 68863276
335 782 26884165
139 138 79998936
898 806 48746782
475 96 25928282
597 63 87893405
895 865 58979113
66 642 9657373
282 680 73668933
465 814 71896160
880 147 35712460
112 748 36199339
714 155 86583369
180 205 51537563
194 199 88343229
857 253 58606658
59 818 54750899
453 12 406245
515 399 14152517
632 578 73204192
54 540 34598722
197 817 51500029
461 446 41192407
771 623 12544119
433 804 88751778
697 635 87892664
235 378 9799933
263 324 60930453
822 429 29501929
698 615 229721
724 217 85782292
723 419 77426492
603 40 67740859
707 501 67676171
14 426 49814031
124 359 88428896
880 629 39838125
566 383 38235127
39 164 19772992
194 610 57181579
222 181 14900520
554 627 3479929
370 784 56505431
331 547 79594663
610 360 62345883
589 696 42768758
122 123 4097730
282 900 39052229
175 544 8706597
399 752 86845834
868 469 918317
324 332 8505061
850 414 48876455
672 355 46036933
368 330 40811750
758 52 46915448
107 151 56359665
445 482 12601968
419 4 8361687
512 137 47546142
836 624 52483223
510 899 52205286
710 37 17053768
654 75 687436
757 223 62143767
660 226 24870572
549 553 72257487
358 247 18859056
554 196 71675508
331 877 54563323
616 841 34012427
659 741 1057658
168 709 84089325
668 459 68170321
788 188 29473160
382 477 82195186
50 580 85687074
391 541 88678506
370 468 80530979
672 717 23346874
155 596 32177981
722 611 41364509
685 109 14768153
553 564 41977941
277 395 11822491
275 259 13449818
347 280 22747636
697 788 58468823
263 628 5964858
784 39 60016920
764 212 42358125
841 584 44968129
239 769 79231965
222 890 78984172
616 164 8895835
562 342 84283799
855 489 56858808
801 694 26605401
576 802 67615594
873 97 40714708
492 214 48257921
684 839 82159100
697 204 32510894
260 774 49338490
729 659 66004487
666 333 10372016
259 590 11784214
90 594 28734635
891 427 31462714
86 365 16058738
130 856 43337827
238 85 78092323
431 331 75973237
745 864 72437913
391 667 82301290
358 424 36452106
126 102 49532706
139 669 1389316
466 221 71021841
825 535 5343290
259 479 72119955
185 306 63934396
549 491 53625780
288 702 35814839
311 353 36942727
519 699 55140269
559 189 41170188
703 83 158335
670 125 59614539
382 256 58943206
765 790 18214938
740 517 4536566
390 735 77230633
718 810 84630377
627 690 41257085
562 542 3446117
671 828 75688245
585 510 35170900
882 646 28452879
562 265 60410480
53 800 32418493
325 863 1692300
679 643 17811310
65 620 84854730
461 824 64226751
496 676 26910190
865 400 56316685
803 577 81251006
826 396 4528866
543 134 83528695
838 184 18716759
169 120 75162188
459 409 35723257
146 629 86221200
802 629 23959929
546 278 44844453
574 263 42844998
748 418 47511881
562 825 74219449
76 735 87914724
690 408 66820662
260 721 73699224
165 380 66384625
632 836 8818948
697 98 85563323
837 500 30753820
625 411 51524196
648 44 19247497
346 723 33967153
636 298 68435421
574 593 14987927
55 46 20795008
691 95 24323783
477 544 54418986
868 632 83230186
821 801 84402291
410 544 79794163
69 878 73706271
788 788 70569786
841 210 67020062
12 224 33672766
640 237 41300137
867 602 33228470
409 336 3623426
856 534 39906050
751 673 87443912
485 625 25625368
297 881 40174903
747 328 83309479
30 872 79246541
342 856 55824145
114 497 74357344
310 549 78714500
558 177 39128363
551 133 53743567
848 182 19386682
597 191 49888427
316 381 69023226
208 266 31187709
135 737 46098883
837 121 35660616
83 708 46953305
50 306 40958150
636 11 72337057
750 157 66334522
841 303 76534768
666 876 18685430
628 12 66793891
148 506 20165070
621 654 33597554
232 734 88776765
480 488 67767772
189 447 52279766
669 743 73281573
624 834 31899542
46 474 31934344
265 137 24961342
445 716 55015490
183 396 35879116
17 743 60476966
520 283 47896292
269 41 72231785
302 493 26795099
820 606 6205099
266 412 87975551
185 682 12921216
848 264 81870464
468 465 32837038
493 63 63964820
731 864 4891576
343 203 83519562
694 312 88895991
92 673 15631921
203 672 15983468
327 858 764424
502 341 59432421
897 634 21979366
158 57 89524137
300 690 57628360
625 470 24547043
83 275 48812535
611 317 1481146
444 286 95770
91 713 20680359
688 424 40867089
263 467 71691631
202 309 14836069
8 202 29111849
767 542 28809701
687 282 37924644
150 585 39660464
385 234 34538942
557 325 30352963
476 440 36578654
470 492 52052589
807 425 57596140
135 322 89584809
745 195 65733101
786 714 38141631
678 316 53733706
461 125 17251979
507 682 89837168
431 827 80397619
706 338 28101854
168 420 8644402
44 79 8401082
600 880 51906761
589 302 13725249
656 101 83580819
783 81 89479446
683 107 21059223
130 306 60397093
202 730 41228266
444 103 81317905
240 81 18733140
82 37 80007361
346 143 61322781
817 366 65331650
292 390 12939749
570 749 56699068
393 854 74524616
70 814 82393796
882 468 81055272
106 561 41368002
271 173 27016648
319 561 39653352
491 58 25937072
790 326 35852445
765 611 77138464
653 205 19093421
781 434 68830218
419 709 32676749
726 162 64670878
888 822 86660507
891 350 28033244
330 779 44319234
817 537 43196452
545 212 84250925
834 561 72153114
384 582 50109869
409 594 66438627
588 344 50868577
167 790 23697537
403 101 76828809
810 16 88520361
250 39 50548799
393 511 54563934
154 655 55179678
850 514 35615546
456 324 79269680
482 430 47440594
768 791 87309809
112 777 65625977
133 561 33564522
774 619 82152301
823 337 68390790
825 472 47299491
107 349 55650109
205 95 8460704
614 123 78710527
614 42 42596088
1 367 30413557
768 365 18858926
466 804 40318846
856 834 59583894
105 364 44568842
560 855 6744901
71 485 12785897
326 853 56574097
298 228 30922235
109 813 34493523
195 616 116466
169 46 29910314
734 477 88518404
523 132 22059983
613 415 43413695
822 861 48829534
85 593 60200779
871 475 58077898
614 736 15645536
469 678 61291865
643 767 28430309
789 381 75980182
511 127 31658779
375 266 41070471
277 570 76094274
198 703 3295848
24 325 8475473
316 1 40870126
735 740 73350389
747 625 58704604
566 93 29057610
197 604 68327409
818 39 49447331
508 334 19534043
180 774 49291627
550 195 50619753
682 105 14749301
73 803 85547574
84 131 65748243
703 607 66769396
517 87 9616838
851 274 75025193
667 880 52601708
586 417 33908140
633 373 18502781
635 268 42918899
104 426 673825
43 67 58694973
504 690 56051905
777 841 33646087
251 103 13775763
357 473 74624678
143 774 43489875
853 601 5809301
199 121 46577551
799 289 34759376
825 854 8729695
700 246 20754463
718 855 74324048
12 89 84970367
556 189 43377652
682 239 29486296
582 682 88145376
216 272 42004295
388 701 22805776
856 666 59326569
636 391 18702314
428 240 90349760
56 349 75546458
7 289 4693543
646 690 6784655
625 648 45928041
791 92 52392088
627 523 88917812
183 319 5618821
24 822 9008381
60 259 5073829
784 583 62106000
298 661 81755937
368 389 88831384
124 158 12594980
835 706 31500934
885 521 63053063
574 183 88719848
143 583 60245184
621 717 72176585
827 178 12160461
311 835 69467458
794 84 39288202
225 340 32730696
841 575 12144737
795 663 41281432
449 252 84170600
597 655 51592559
820 566 23512047
399 174 44147002
562 458 32187694
469 240 26151708
371 2 83713387
171 871 17895289
891 135 62044249
765 853 66999234
873 717 37581223
464 799 26473895
358 67 38428505
331 530 75359522
96 73 77329596
802 577 42908381
472 32 8400763
41 372 61263826
826 518 37560924
66 225 77317566
432 704 21528008
734 698 87973021
739 421 1653664
339 451 85865503
760 342 32359565
289 218 3868306
59 778 31315686
484 615 63637078
695 221 59231291
423 648 66203289
820 870 11662589
148 856 81298603
275 626 43824679
85 129 74621341
217 744 11250289
703 487 12716738
768 205 24984072
726 645 27662780
207 123 337270
207 248 33606545
486 172 86371469
772 632 81053315
467 637 29629900
791 621 231145
470 541 35392243
375 815 80232875
225 369 24897239
189 115 21362362
816 595 18097547
659 191 74022884
626 617 76136577
68 787 48244072
857 696 22794590
17 84 31755326
101 744 623876
413 134 28386661
657 80 14006858
242 231 38423806
796 108 85390997
125 682 33331964
617 496 60932012
230 115 28600143
288 103 5413814
393 75 34152356
346 227 20328598
433 514 45576807
307 221 87643688
784 555 37803995
487 367 61856306
688 896 9946965
320 563 46262133
803 204 16944497
245 575 44883033
807 830 35430036
607 825 10164990
899 757 86908211
794 381 77394798
628 711 23665617
435 652 16762449
136 688 88688542
597 233 69119483
602 74 38204494
270 19 7217790
206 196 80499696
878 104 52652496
413 232 4453883
44 565 69644667
491 815 3430607
59 300 27323518
144 618 1127017
374 700 63152812
567 428 53622579
120 345 75281755
153 424 52744291
452 895 88888411
382 97 8711398
837 70 39499113
273 662 37724289
438 788 81417422
196 133 36401219
254 487 21666061
166 378 29441431
189 862 30002870
899 494 10713725
693 788 1590581
399 506 88789439
338 338 11736011
55 148 64759564
194 576 24282810
197 869 4394179
841 713 2092444
867 679 26157780
290 553 23157413
892 182 82768191
319 315 42495303
158 851 25075442
444 517 15855873
582 819 29883255
728 81 57488193
686 55 42286393
265 155 58504331
470 587 25717723
188 559 57136388
205 92 25822517
866 594 11083014
620 355 13043761
652 505 15188302
92 685 62045690
404 7 62673539
507 732 51540192
577 6 9228829
86 514 70747896
278 794 77300633
81 70 19610397
175 366 12320713
56 615 52510850
834 128 44971322
411 504 12968412
547 499 88594647
783 337 29863937
279 866 18029541
435 110 74603045
272 76 69953704
127 605 49536174
755 160 1372436
52 466 447789
888 306 72137828
177 33 86025754
230 349 32795215
607 433 80071749
328 891 66313946
773 353 71755246
312 480 5520341
752 247 58452488
763 697 16928554
740 830 85257018
170 880 19115079
656 94 76444612
577 222 89080322
146 888 50170816
892 759 73687358
52 356 77773078
881 538 42750243
216 317 63754675
111 355 23911189
132 141 73531727
877 474 82303078
38 199 84489965
367 663 75181513
128 42 41845189
127 877 55530447
704 37 62175356
729 130 12225177
705 146 9013814
596 134 54244106
752 429 71380415
105 597 32322519
180 775 64195715
266 92 30806582
141 509 76454224
257 896 46814303
672 137 83635073
332 728 79863450
877 857 27511072
191 480 63961450
367 621 82202328
850 813 76942780
763 455 70028566
77 153 69469992
833 82 67204991
783 781 90525262
373 57 17079898
704 597 8712900
30 91 84109400
309 484 41497620
18 110 44808964
448 391 17817431
56 758 76574264
748 204 61830273
252 881 36251800
848 244 44792894
153 633 1120654
541 327 40064345
678 75 5718640
351 12 77121472
644 419 8643542
367 675 15731768
277 63 21863841
212 869 72710270
804 363 27394375
677 40 90573266
334 496 82152632
408 789 82853077
414 475 73505849
125 299 61012173
613 669 4172983
211 763 51936336
379 498 35866107
9 583 50586953
147 63 76862886
814 397 28882183
354 89 14046688
45 367 10638396
436 201 13067788
413 822 84566547
309 220 47272884
590 761 20887781
229 263 64896486
257 421 64787112
844 306 90536786
211 136 30241798
338 657 62922984
66 788 9548644
239 87 26617603
879 862 27337252
36 555 72744208
250 117 32091100
635 184 1270591
804 114 26856533
415 336 55389054
875 787 27640345
413 390 45681526
440 638 70882592
435 614 20322105
535 468 82548552
505 328 20261895
483 405 20431915
570 550 28264816
303 664 39629446
415 97 51060307
409 584 23066574
780 621 74421380
711 355 59121394
492 607 51662088
588 780 70488431
468 340 76109658
526 6 65582899
32 80 39320993
75 89 73355460
873 697 73946531
431 38 10354245
705 176 41012773
19 47 24442235
213 736 89895619
37 458 14648258
281 568 24324714
133 697 87860198
226 823 6392710
485 524 22010071
799 591 75900191
797 384 60426845
797 792 5413704
239 840 55228124
46 443 21965232
739 407 44479720
465 197 10656808
80 562 39521238
740 320 66867176
753 785 83277180
655 886 35654277
856 487 33013294
719 619 54325022
302 136 37481857
516 597 7967183
